alpha,a,b,c,phi1,PHI,phi2,volume,old_gid,phaseID,GrainID,final_discrete_volume,final_conti_volume
148.17190551757812,8.60899167597367,5.64752469574757,8.60899167597367,77.66151815635673,97.78971005439439,72.6348440866746,4383.20068359375,612,1,1,4923.0,4383.200454623874
3.833048105239868,8.478437095217885,2.638891301008338,8.478437095217885,89.656169881357,102.30693577873612,200.9245501110546,1986.46875,36,1,2,2176.0,1986.4686893273142
172.21156311035156,6.293647499943224,4.654543406028815,6.293647499943224,278.14699117516767,84.1249831836523,159.1632462009693,1930.68115234375,801,2,3,2127.0,1930.6810436304247
2.257150411605835,9.905511645709549,1.7940512736699417,9.905511645709549,76.91443649183599,77.98497151633156,4.5680676169827965,1843.390380859375,938,2,4,1869.0,1843.3902866170324
12.082357406616211,7.1975452811066365,2.3127955801736713,7.1975452811066365,338.9307556843386,60.89196081978286,3.7021564415176376,1254.6849365234375,714,1,5,1303.0,1254.6849200049162
13.062395095825195,6.025788459247706,3.1441641317422504,6.025788459247706,250.99823230040363,103.09823182967051,161.73205472272946,1195.533203125,693,1,6,1443.0,1195.5330585117279
17.722064971923828,6.000317959491328,2.8266162552551726,6.000317959491328,162.71836515968667,22.48075651204364,126.05546746211346,1065.72216796875,752,1,7,1032.0,1065.7221666246705
21.353633880615234,6.7916734858412156,2.0821404527347775,6.7916734858412156,252.61355323188945,51.05762586466739,237.03941389144782,1005.755126953125,839,1,8,1122.0,1005.7550858566411
22.963743209838867,6.168414263665895,2.353415012402123,6.168414263665895,282.3598112363921,90.11039800172686,185.5422791524477,937.7222900390625,570,1,9,1089.0,937.7222111460015
31.26816177368164,5.372473091724247,2.491251220319417,5.372473091724247,133.5853253116157,147.36540547088097,50.871060859470155,752.9994506835938,196,2,10,962.0,752.9994177547306
3.050236463546753,5.9854051252293115,1.8029144426358727,5.9854051252293115,221.7259257327586,61.148691430875495,50.099018797696495,676.380126953125,695,1,11,816.0,676.3801256963261
10.504332542419434,5.322303627433643,2.2627815823383495,5.322303627433643,34.699058322136345,19.76423993199971,295.3011693484793,671.228759765625,86,1,12,690.0,671.2287445974971
177.11524963378906,5.679514597863793,1.9729929880323747,5.679514597863793,46.949218889575384,51.89247697885967,182.80207816539314,666.4638671875,53,1,13,723.0,666.463853716539
178.0266571044922,6.847337854901597,1.2492960238508761,6.847337854901597,132.91855734062986,120.8137452094615,99.79312131666283,613.3911743164062,679,1,14,647.0,613.3911272790378
155.7689666748047,5.091094969146617,2.237826669074916,5.091094969146617,66.36102220749413,95.82976734494727,260.62904105865846,607.4037475585938,141,1,15,778.0,607.4037376836585
27.696117401123047,5.212613874655015,1.9884853520525598,5.212613874655015,183.0203897535044,53.83057763869134,261.2791930671884,565.7989501953125,93,1,16,575.0,565.7989347704752
61.16231918334961,3.2776980470535153,4.840049845175345,3.2776980470535153,206.3847979025885,103.88387654653573,6.23991603055783,544.523193359375,49,1,17,568.0,544.5231358825307
171.33367919921875,4.647697963283654,1.6705546943156946,4.647697963283654,107.36520874872974,78.47330083345139,345.7114734705864,377.8897705078125,4,1,18,384.0,377.8897492598152
37.7750358581543,3.7546378629024213,2.31759764912465,3.7546378629024213,325.5147051311056,103.97045958295212,104.566073246987,342.1391906738281,617,1,19,353.0,342.1391486842437
177.9275665283203,5.290698087582006,1.0887037429196145,5.290698087582006,331.4735663926551,51.52351468188516,287.0073579497207,319.1275634765625,649,1,20,403.0,319.1275460098428
14.745513916015625,4.125427642440443,1.7463645296194665,4.125427642440443,63.66516472734629,99.02195325699368,341.07690800105877,311.2443542480469,818,2,21,357.0,311.244344168531
5.900078773498535,4.215312901167437,1.6476378847971127,4.215312901167437,181.66110135418728,111.59904869896457,210.14004611221884,306.5843811035156,185,1,22,319.0,306.5843787244044
158.86929321289062,4.098333967489924,1.566589444789392,4.098333967489924,12.036245049107869,71.99418993295627,88.73610270831635,275.5487976074219,806,1,23,215.0,275.54878802072386
175.8173370361328,4.045581125016955,1.445877559501977,4.045581125016955,178.33586566946062,125.08195434673812,107.62933485837225,247.81178283691406,643,1,24,210.0,247.81178967534774
9.510632514953613,4.424116471725981,1.2004968602206498,4.424116471725981,103.02379095755214,106.41851926361666,273.16733173018025,246.06097412109375,835,1,25,206.0,246.06098056589312
144.0608673095703,3.8906834837251396,1.4488070042571177,3.8906834837251396,130.6508694467972,107.4221121486931,345.67518314055803,229.66297912597656,369,1,26,294.0,229.66295983877322
14.263337135314941,3.769391190338001,1.527912025739645,3.769391190338001,276.4467649101137,37.69432999782816,160.1915149403403,227.3366241455078,875,1,27,270.0,227.3366151864334
207.8092041015625,3.747866200847902,1.4794888801292305,3.747866200847902,55.51960210433773,110.9457038462775,278.0489172128516,217.62486267089844,631,2,28,231.0,217.62484740203197
174.41529846191406,2.921675472747647,2.298384805944647,2.921675472747647,188.19693833622492,17.761573889006797,26.614642825838065,205.45433044433594,802,1,29,198.0,205.45433510646535
46.18552017211914,2.2361051196265844,3.4902082189753045,2.2361051196265844,3.4432591316216588,64.0165920451858,298.34978799763894,182.75296020507812,502,1,30,183.0,182.75294607508178
52.73563766479492,2.1705437735897175,3.693011311364858,2.1705437735897175,224.9300791846165,127.11666564310502,102.53408375914756,182.19915771484375,176,1,31,211.0,182.19915282160062
7.941414833068848,3.415264604113341,1.4738746965762477,3.415264604113341,9.450761092215735,96.19196269655941,199.4533824030542,180.02711486816406,488,1,32,197.0,180.0271039527728
4.596667289733887,2.9445067317987452,1.4488539955303246,2.9445067317987452,359.8068832522496,56.93391428687349,212.80814997047165,131.5462188720703,131,1,33,166.0,131.54621114854925
162.837646484375,2.737259055471208,1.6277274627539131,2.737259055471208,96.8475410511226,88.80456998000696,12.513785831511777,127.71505737304688,757,1,34,124.0,127.71505985143136
11.471447944641113,3.7803550009675186,0.8488086379875784,3.7803550009675186,191.45896526256934,138.77264172301977,120.08515293671442,127.02920532226562,215,1,35,143.0,127.02920450943371
16.869653701782227,3.3534704650070326,0.9856883319511823,3.3534704650070326,120.76814503871113,51.5189982550382,245.46595290066944,116.07994842529297,478,1,36,133.0,116.0799480548294
93.3498306274414,1.6970517996818733,3.8062305918491877,1.6970517996818733,114.70486810087203,49.91877679999662,75.33884169041818,114.79261016845703,460,1,37,104.0,114.79260480369193
202.50230407714844,3.0717736801131497,1.150925107358407,3.0717736801131497,116.78221587175466,63.253059173400516,166.64572326604736,113.7245101928711,407,2,38,123.0,113.72451989420533
50.503204345703125,1.315925784555575,6.173374434096822,1.315925784555575,157.77338045692238,77.3770187742343,289.32096242271405,111.94740295410156,762,2,39,139.0,111.94740487749284
178.97120666503906,2.7991631629402365,1.3548090868658775,2.7991631629402365,341.3611562469585,44.93755560058427,42.34957532295,111.16374206542969,846,1,40,133.0,111.1637393372415
2.9423487186431885,2.7354855082028044,1.3914406727650868,2.7354855082028044,26.29507909878738,125.69670694935056,263.8393834143732,109.0340576171875,763,1,41,126.0,109.03405116533067
176.594482421875,3.136021202851642,0.9173516022679692,3.136021202851642,176.28848134986242,62.89636508246318,312.8728785577764,94.4761962890625,280,1,42,103.0,94.47620121615867
160.4597930908203,2.581519435964509,1.2378511455515362,2.581519435964509,112.90275834933237,65.45126305044353,32.28311214574324,86.38689422607422,415,1,43,72.0,86.38688997267973
2.932838201522827,2.3262858524527714,1.4345724253440808,2.3262858524527714,234.99115533447406,142.9085547863576,251.4018628923057,81.29751586914062,525,1,44,73.0,81.29751217348553
158.39195251464844,2.229891731464596,1.5119574783930763,2.229891731464596,169.46281868327932,29.455010559012198,207.71350056979534,78.72918701171875,897,1,45,78.0,78.72918391631065
178.41102600097656,2.8106617079086034,0.8948864359771077,2.8106617079086034,195.93140013259685,35.239185825336754,148.39722994819002,74.03102111816406,773,1,46,84.0,74.03101388602339
14.1282320022583,2.6017919103967913,0.9415931265202112,2.6017919103967913,46.77256192437663,67.89476632592272,162.21691645710266,66.74781036376953,2,1,47,126.0,66.74780916339975
46.441429138183594,0.8569117780057333,7.78606785145409,0.8569117780057333,107.85236971323417,121.81250100751338,252.92915192180553,59.87135314941406,667,1,48,52.0,59.871346607192734
168.06588745117188,2.0270285605126617,1.3675828081041872,2.0270285605126617,81.69090154482963,57.71134152420509,123.81050038833209,58.84397506713867,273,1,49,59.0,58.843972841331016
3.282259464263916,2.023290338853427,1.3419871446761835,2.023290338853427,64.88263312298538,44.731604949115386,231.8525837184212,57.529869079589844,283,1,50,56.0,57.529869537568224
138.61846923828125,2.335222626441034,0.9943219902687209,2.335222626441034,326.42396237572154,144.92434142137705,168.29524033939018,56.78220748901367,618,1,51,55.0,56.78220355150072
0.7612622380256653,2.9191353089698024,0.6349288680786547,2.9191353089698024,100.32230373643891,173.09241478950506,52.694161493042955,56.658119201660156,431,1,52,41.0,56.65811786293351
46.29766845703125,1.4897324506834257,2.4214891179603097,1.4897324506834257,348.4787034983193,118.58778837710366,26.908714574680168,56.276580810546875,873,1,53,70.0,56.27657985146263
221.34080505371094,2.2879850662619243,1.0197122096069466,2.2879850662619243,311.31262225992293,100.6791004870709,246.1470545788796,55.90010452270508,76,2,54,46.0,55.900103028315314
153.1444091796875,2.2394493172641243,0.9775605105353243,2.2394493172641243,54.15725059163336,65.29794685583676,301.035856238616,51.33987045288086,723,1,55,40.0,51.33986750841896
86.38853454589844,1.49585677501171,1.89498150178616,1.49585677501171,242.2449974590391,91.72709051317298,202.62870552298781,44.403133392333984,915,2,56,57.0,44.40313343252676
155.57089233398438,1.6895865991353118,1.4568151955531476,1.6895865991353118,72.47644683090209,127.86468893574033,60.49845608340581,43.55058670043945,811,1,57,28.0,43.550585022381014
12.946939468383789,1.6731045198506471,1.3899161353276026,1.6731045198506471,319.9171036401685,166.25733247860097,247.22347174496431,40.74396896362305,643,1,58,43.0,40.74397150935035
152.2305145263672,1.9835748957536605,0.9835464082344978,1.9835748957536605,280.4545523997871,69.67820765988581,62.46558346769633,40.5247802734375,347,1,59,36.0,40.52478142521987
27.61766242980957,1.5695215245691985,1.4055609794417827,1.5695215245691985,180.73997867574317,69.69872721182524,162.08194057652202,36.25875473022461,866,1,60,22.0,36.25875284243615
63.343074798583984,1.333355682212533,1.8002492030205577,1.333355682212533,103.54816307976421,109.19305137133274,154.27434757390444,33.516082763671875,181,1,61,38.0,33.51608455452544
14.940245628356934,1.7201827488716304,1.0109936156610133,1.7201827488716304,347.4875283788285,55.50377408595557,336.18024264936327,31.327533721923828,877,1,62,29.0,31.32753378082525
4.125503063201904,1.7827596659719966,0.8561528030678234,1.7827596659719966,224.7245420297757,109.60514908881918,248.42381330373834,28.494792938232422,582,1,63,27.0,28.49479261661589
61.88645935058594,1.099568213119231,2.2401688546662024,1.099568213119231,239.90345665403936,156.54708189889809,324.90820627770427,28.36310386657715,350,1,64,28.0,28.36310194578109
17.585994720458984,2.1331645433586615,0.5470887398289547,2.1331645433586615,104.8010148568247,114.08244169148276,228.9184521062914,26.069644927978516,578,1,65,33.0,26.069644383640505
140.3928985595703,1.44962640909403,1.1687807371672052,1.44962640909403,301.70877259681555,48.2885397758589,299.4807471517165,25.720172882080078,889,1,66,21.0,25.720170779582617
146.99032592773438,1.5338132513128904,1.0138776501577464,1.5338132513128904,74.23627737411393,82.85016538527582,84.81951656994622,24.978084564208984,782,1,67,30.0,24.97808496816528
176.58888244628906,1.8351817250152502,0.6831477553603909,1.8351817250152502,139.7492734909541,60.55188400738868,95.5666282906131,24.093584060668945,53,1,68,23.0,24.093584430888775
10.405692100524902,1.6595148193074905,0.7907535110479039,1.6595148193074905,251.9933095642079,115.77210269680312,335.6071393507021,22.805103302001953,303,1,69,26.0,22.805101883786886
8.455743789672852,1.9874422336215198,0.5468363044659698,1.9874422336215198,258.15291902810407,85.55439569310086,244.12178737945456,22.619083404541016,584,1,70,23.0,22.619082599462715
8.388108253479004,1.7361833213156954,0.7120601243352543,1.7361833213156954,274.3626623641531,147.36811037860215,228.40215429632713,22.47690200805664,495,1,71,18.0,22.476901554700028
132.07998657226562,1.090931480606249,1.6133128238220458,1.090931480606249,234.8678172950311,56.72956921408864,117.80546064674789,20.10676383972168,63,1,72,9.0,20.106762695381573
131.45263671875,1.052545846621163,1.5802947350812224,1.052545846621163,277.8546064414532,59.63400148839267,274.9396641246728,18.333641052246094,655,1,73,11.0,18.333642347303226
42.425662994384766,1.9424122971074291,0.4363368964416934,1.9424122971074291,152.57001707734148,139.40530188153446,266.4843913133773,17.239845275878906,705,1,74,19.0,17.239846473003805
176.97267150878906,1.8217079655573893,0.48358433796329964,1.8217079655573893,179.82030091252665,79.26941327429901,148.8709883490025,16.805767059326172,824,1,75,15.0,16.80576782401108
152.84420776367188,1.3819958660212552,0.765328948554867,1.3819958660212552,175.83393727228378,114.97820752527326,65.35283668916261,15.307005882263184,0,1,76,18.0,15.30700579641471
143.9502716064453,1.3937076723192419,0.7108443239544479,1.3937076723192419,70.33863163153381,32.37006404925708,201.03948495425624,14.459275245666504,526,1,77,11.0,14.459274399482785
218.36329650878906,1.7384998593335679,0.4225312117100955,1.7384998593335679,183.25940550818473,110.89299882255985,7.267103427256132,13.373242378234863,749,2,78,7.0,13.373242900655654
7.92677116394043,1.6436096347563276,0.47242061679580216,1.6436096347563276,145.79976947490044,103.18489109738046,87.96132556947002,13.3645658493042,948,1,79,12.0,13.364564677327255
151.40524291992188,2.586837091408432,0.1876973743219989,2.586837091408432,296.9750841632191,64.12011209542814,347.1087995001945,13.15300464630127,403,1,80,13.0,13.1530046683593
173.77049255371094,1.7068024449552504,0.43020348127831204,1.7068024449552504,74.55382140268892,29.997945157892133,328.4998601008319,13.124085426330566,135,1,81,22.0,13.124085499817472
62.936431884765625,0.9840079767217929,1.13566155131337,0.9840079767217929,208.10846609208272,15.972832256998466,21.220283655666627,11.515288352966309,876,1,82,10.0,11.515287320722305
55.094871520996094,0.8553371750995985,1.4539424916624775,0.8553371750995985,338.1107699104291,120.0471563886803,342.41077843682115,11.139111518859863,102,2,83,8.0,11.139111289675737
4.661100387573242,1.367434631883813,0.5157965483271616,1.367434631883813,93.56912171129588,97.32470973789599,173.76348504533036,10.09997272491455,180,1,84,9.0,10.099972678202757
144.40101623535156,1.3220403592925958,0.5379715544852391,1.3220403592925958,228.0033689140454,84.12204724824585,59.7563609462295,9.846397399902344,256,2,85,7.0,9.846397350982704
92.34901428222656,0.8753697744531362,1.0696219482996578,0.8753697744531362,120.65822474053137,59.328865248978644,43.53351072036414,8.583057403564453,192,1,86,3.0,8.583057412703113
218.796142578125,1.0059260240578758,0.7956698522352236,1.0059260240578758,175.62070268146755,70.34998603029737,113.11308467240443,8.431282043457031,314,2,87,10.0,8.43128187026215
5.386457443237305,1.528446584410183,0.30738676024638384,1.528446584410183,344.6632527378435,32.61221628183288,45.57846444748814,7.5199384689331055,316,1,88,9.0,7.519938817122616
39.853267669677734,0.9537476169620547,0.7046205274450291,0.9537476169620547,92.66552692653521,78.79671786105665,331.8228094932398,6.7119832038879395,13,1,89,3.0,6.71198289123176
143.50579833984375,1.0578195849873226,0.5669774229186613,1.0578195849873226,70.94822629317532,133.71587461059764,90.02946274005348,6.643815994262695,603,1,90,8.0,6.643815913976702
153.11746215820312,1.0947788801208036,0.5058229360499789,1.0947788801208036,20.23867565952042,59.208216580987546,181.1340996403652,6.348629474639893,317,1,91,8.0,6.348629128447501
121.0586166381836,0.7988144906714058,0.9464543956920154,0.7988144906714058,231.2461969012416,113.39787330147558,339.7324156215954,6.324412822723389,926,1,92,3.0,6.324412370984615
33.57022476196289,0.9345645495607753,0.6669759063130478,0.9345645495607753,210.67536909495465,78.38752944665234,150.58513582672168,6.100387096405029,362,1,93,3.0,6.100386762426394
48.467193603515625,0.7336942477635959,1.0711337497845907,0.7336942477635959,89.2317545377787,65.5043336612194,282.9910005618405,6.0381317138671875,336,1,94,2.0,6.038131261395861
191.42481994628906,1.13023779220957,0.37801787178173757,1.13023779220957,74.86340727865486,90.9544275044776,149.2192387455883,5.056856632232666,226,2,95,5.0,5.056856159635834
19.022611618041992,1.0819262838108306,0.40532542290096496,1.0819262838108306,353.4654286248744,49.056008267143234,342.0313756252481,4.968528747558594,274,1,96,4.0,4.968528729834025
30.5165958404541,1.1492030309051424,0.34372943764952546,1.1492030309051424,359.0932933436815,112.98846984362574,108.43791168707344,4.753777980804443,475,1,97,3.0,4.753777721219839
9.00535774230957,1.0799217327133905,0.38888625060127513,1.0799217327133905,100.31533228718263,43.82828987123348,349.9981275705439,4.749367713928223,212,1,98,5.0,4.749367421437414
199.79908752441406,0.8901489251304412,0.534893801758491,0.8901489251304412,222.03952140687826,133.89040311699682,53.39831297275005,4.438349723815918,406,2,99,3.0,4.43834979561817
42.9332389831543,1.227407137454428,0.25178029585303335,1.227407137454428,37.04850702229109,55.966349172689036,16.926487982449306,3.972168445587158,394,1,100,6.0,3.972168346883384
13.081867218017578,1.0071293519885975,0.3738698598698914,1.0071293519885975,114.09613582798768,65.42704024676523,312.5537281366373,3.9711804389953613,900,1,101,5.0,3.971180066111739
32.968902587890625,1.0284734031183107,0.35536564069814225,1.0284734031183107,81.65245680686388,41.09002403830905,87.68848700582629,3.9363181591033936,437,1,102,3.0,3.9363180614075626
45.060142517089844,0.4544088178584769,1.8146304649733247,0.4544088178584769,187.54720553474826,139.12117647766843,44.24261665847336,3.9238312244415283,238,1,103,4.0,3.923831202426296
157.03187561035156,0.9773915176200901,0.38591227392928223,0.9773915176200901,93.21684181872058,152.9294248705727,139.7583480708991,3.860595941543579,386,1,104,4.0,3.860595861467321
153.09323120117188,1.0835028190683869,0.31288155522346633,1.0835028190683869,156.6487952056462,160.47517932799133,292.52020080390537,3.8465261459350586,68,1,105,3.0,3.8465259870309287
173.07716369628906,0.8999650068496861,0.4112205000833234,0.8999650068496861,218.37426442460432,115.05540749214214,41.287621392874144,3.4878246784210205,30,1,106,3.0,3.4878244776155234
156.6990509033203,0.9543702732905864,0.33057212269548997,0.9543702732905864,311.8542693533646,120.34631517693299,345.22562524960523,3.153034210205078,719,1,107,3.0,3.153033982281344
162.13409423828125,1.0471450122319557,0.2629496603650235,1.0471450122319557,340.43864230925095,54.448566344278845,271.2366232138251,3.019360065460205,912,1,108,3.0,3.0193599426623585
12.080265998840332,0.8489155321548549,0.35187126861319,0.8489155321548549,208.3593126236708,115.8092769330915,233.81867897437323,2.6554698944091797,738,1,109,1.0,2.655469907104774
26.852567672729492,0.8977946248666108,0.282096671845459,0.8977946248666108,152.33409358354993,101.57164000911472,15.120775777268275,2.3811163902282715,507,1,110,2.0,2.3811161587965657
138.51959228515625,0.7673808422621362,0.37427459965856036,0.7673808422621362,349.18392434871436,124.12760117002911,337.78733102050273,2.3080270290374756,172,1,111,1.0,2.3080269629667565
12.492035865783691,0.7416079295082787,0.371432769473558,0.7416079295082787,272.29912082921743,109.91084775811716,78.55191203724749,2.139230489730835,419,2,112,2.0,2.1392304120191734
17.99114990234375,1.0243428262863368,0.1817685907824569,1.0243428262863368,256.4697552620245,123.39435456297686,144.20483883658267,1.9972761869430542,452,2,113,3.0,1.9972761629921598
21.909406661987305,0.5653780946977456,0.3613520654022489,0.5653780946977456,79.5094622995238,102.27720506332179,307.8623489542241,1.2095870971679688,228,1,114,2.0,1.209587012927211
45.700958251953125,0.3587720688348729,0.8013518437562732,0.3587720688348729,222.19249137515956,75.19869354804743,191.98202440518006,1.0801626443862915,695,2,115,1.0,1.0801625312097407
47.61236572265625,0.31890370647033367,0.7458635821777234,0.31890370647033367,318.2278354146932,135.51509947409474,181.61363157288872,0.7943413257598877,446,2,116,1.0,0.7943413202292233
46.029258728027344,0.338691753576345,0.6524180977076712,0.338691753576345,358.25605789252967,141.8400582375776,52.15881418820402,0.7837253212928772,17,1,117,1.0,0.7837252929238402
57.494258880615234,0.33916151259864297,0.6061959442835331,0.33916151259864297,18.209731600953262,126.51620849188895,315.13410262149137,0.7302218079566956,955,1,118,1.0,0.7302217615439353
